date;heure;PA04C;A1;AUT;AUB;BASCH
;;mg/m3;mg/m3;mg/m3;mg/m3;mg/m3
20/11/2014;3;0;0;0;0;0
20/11/2014;4;0;0;0;0;0
20/11/2014;5;0;0;0;0;0
20/11/2014;6;0;0;0;0;1
20/11/2014;7;0;1;1;0;1
20/11/2014;8;0;1;1;0;1
20/11/2014;9;0;1;1;0;1
20/11/2014;10;0;1;1;0;1
20/11/2014;11;0;0;1;0;1
20/11/2014;12;0;1;1;0;1
20/11/2014;13;0;1;1;0;1
20/11/2014;14;0;1;1;0;1
20/11/2014;15;0;1;1;0;1
20/11/2014;16;0;1;1;0;1
20/11/2014;17;0;1;1;0;1
20/11/2014;18;0;1;1;1;2
20/11/2014;19;0;1;1;1;1
20/11/2014;20;0;1;1;1;1
20/11/2014;21;0;1;1;0;1
20/11/2014;22;0;1;0;0;1
20/11/2014;23;0;0;0;0;1
20/11/2014;24;0;0;0;0;1
21/11/2014;1;0;0;0;0;1
21/11/2014;2;0;0;0;0;1
21/11/2014;3;0;0;0;0;0
21/11/2014;4;0;0;0;0;0
21/11/2014;5;0;0;0;0;0
21/11/2014;6;0;1;0;0;1
21/11/2014;7;0;1;0;0;1
21/11/2014;8;0;1;1;0;2
21/11/2014;9;0;1;1;1;2
21/11/2014;10;0;1;1;1;1
21/11/2014;11;0;1;1;1;1
21/11/2014;12;0;1;1;1;1
21/11/2014;13;0;1;1;1;1
21/11/2014;14;0;1;1;1;1
21/11/2014;15;0;1;1;1;2
21/11/2014;16;0;1;1;1;2
21/11/2014;17;0;1;1;1;2
21/11/2014;18;1;1;1;1;2
21/11/2014;19;1;1;1;1;2
21/11/2014;20;1;1;1;1;2
21/11/2014;21;1;1;1;1;1
21/11/2014;22;1;1;1;1;1
21/11/2014;23;0;1;1;1;1
21/11/2014;24;0;1;1;1;1
22/11/2014;1;1;1;1;0;1
22/11/2014;2;0;1;0;0;1
22/11/2014;3;0;1;0;0;1
22/11/2014;4;0;1;0;0;1
22/11/2014;5;0;1;0;0;1
22/11/2014;6;0;1;0;0;1
22/11/2014;7;0;1;0;0;1
22/11/2014;8;0;1;0;0;1
22/11/2014;9;0;1;0;0;1
22/11/2014;10;0;1;0;1;1
22/11/2014;11;0;1;1;1;1
22/11/2014;12;0;1;1;0;1
22/11/2014;13;0;1;1;1;1
22/11/2014;14;0;1;1;1;1
22/11/2014;15;1;1;1;1;1
22/11/2014;16;1;1;1;1;1
22/11/2014;17;1;1;1;1;1
22/11/2014;18;1;2;1;1;1
22/11/2014;19;1;2;1;1;2
22/11/2014;20;1;1;1;1;1
22/11/2014;21;1;1;1;1;1
22/11/2014;22;1;2;1;1;1
22/11/2014;23;1;2;1;1;1
22/11/2014;24;1;2;1;1;1
23/11/2014;1;1;1;1;1;1
23/11/2014;2;1;1;0;1;1
23/11/2014;3;1;1;0;1;1
23/11/2014;4;0;1;0;0;1
23/11/2014;5;0;1;0;0;1
23/11/2014;6;0;1;0;0;1
23/11/2014;7;0;1;0;0;1
23/11/2014;8;0;1;0;0;1
23/11/2014;9;0;1;0;0;1
23/11/2014;10;0;1;0;0;1
23/11/2014;11;0;1;0;0;1
23/11/2014;12;0;1;0;0;1
23/11/2014;13;0;1;1;0;1
23/11/2014;14;0;1;0;0;1
23/11/2014;15;0;1;1;1;1
23/11/2014;16;0;1;1;1;2
23/11/2014;17;1;1;1;1;2
23/11/2014;18;1;1;1;1;2
23/11/2014;19;1;1;1;1;2
23/11/2014;20;1;1;1;1;1
23/11/2014;21;0;1;1;1;1
23/11/2014;22;0;1;1;0;1
23/11/2014;23;0;0;0;0;1
23/11/2014;24;0;0;0;0;0
24/11/2014;1;0;0;0;0;0
24/11/2014;2;0;0;0;0;0
24/11/2014;3;0;0;0;0;0
24/11/2014;4;0;0;0;0;0
24/11/2014;5;0;0;0;0;0
24/11/2014;6;0;0;0;0;0
24/11/2014;7;0;0;0;0;1
24/11/2014;8;0;1;1;0;1
24/11/2014;9;0;1;1;0;1
24/11/2014;10;0;1;1;0;1
24/11/2014;11;0;0;1;0;1
24/11/2014;12;0;0;1;0;1
24/11/2014;13;0;0;1;0;1
24/11/2014;14;0;0;1;0;1
24/11/2014;15;0;0;1;0;1
24/11/2014;16;0;1;1;0;1
24/11/2014;17;0;1;1;0;1
24/11/2014;18;0;1;1;0;1
24/11/2014;19;0;1;1;0;1
24/11/2014;20;0;0;1;0;1
24/11/2014;21;0;0;1;0;1
24/11/2014;22;0;0;0;0;1
24/11/2014;23;0;0;0;0;0
24/11/2014;24;0;0;0;0;0
25/11/2014;1;0;0;0;0;0
25/11/2014;2;0;0;0;0;0
25/11/2014;3;0;0;0;0;0
25/11/2014;4;0;0;0;0;0
25/11/2014;5;0;0;0;0;0
25/11/2014;6;0;0;0;0;0
25/11/2014;7;0;1;0;0;1
25/11/2014;8;0;1;1;0;1
25/11/2014;9;0;1;1;0;1
25/11/2014;10;0;1;1;0;1
25/11/2014;11;0;1;1;0;1
25/11/2014;12;0;1;1;0;1
25/11/2014;13;0;1;1;0;1
25/11/2014;14;0;1;1;0;1
25/11/2014;15;0;1;1;0;1
25/11/2014;16;0;1;1;0;1
25/11/2014;17;0;1;1;0;2
25/11/2014;18;0;1;1;0;1
25/11/2014;19;0;1;1;1;2
25/11/2014;20;1;1;1;1;2
25/11/2014;21;1;1;0;1;1
25/11/2014;22;0;1;1;1;1
25/11/2014;23;0;1;1;1;1
25/11/2014;24;0;1;1;1;1
26/11/2014;1;0;1;0;1;1
26/11/2014;2;0;1;0;1;1
26/11/2014;3;0;1;0;1;1
26/11/2014;4;0;1;0;1;1
26/11/2014;5;0;1;0;1;1
26/11/2014;6;0;1;0;1;1
26/11/2014;7;0;1;1;1;1
26/11/2014;8;1;1;1;1;2
26/11/2014;9;1;2;1;1;2
26/11/2014;10;1;1;1;1;1
26/11/2014;11;1;1;1;1;1
26/11/2014;12;1;1;1;1;1
26/11/2014;13;0;1;1;1;1
26/11/2014;14;1;1;1;1;1
26/11/2014;15;0;1;1;1;1
26/11/2014;16;0;1;1;1;1
26/11/2014;17;0;1;1;1;1
26/11/2014;18;0;1;1;1;1
26/11/2014;19;0;1;1;1;2
26/11/2014;20;0;1;1;0;1
26/11/2014;21;0;1;1;0;1
26/11/2014;22;0;1;1;1;1
26/11/2014;23;0;1;1;1;1
26/11/2014;24;1;1;1;1;1
27/11/2014;1;0;1;1;0;1
27/11/2014;2;0;1;0;0;1
27/11/2014;3;0;0;0;0;1
27/11/2014;4;0;0;0;0;1
27/11/2014;5;0;1;0;0;1
27/11/2014;6;0;1;0;0;1
27/11/2014;7;0;1;0;1;1
27/11/2014;8;0;1;1;1;2
27/11/2014;9;1;1;1;1;2
27/11/2014;10;1;1;1;1;1
27/11/2014;11;1;1;1;1;1
27/11/2014;12;0;1;1;0;1
27/11/2014;13;0;1;1;0;1
27/11/2014;14;0;1;1;0;1
27/11/2014;15;0;1;0;0;1
27/11/2014;16;0;1;1;0;1
27/11/2014;17;0;1;1;0;1
27/11/2014;18;0;1;0;0;2
27/11/2014;19;0;1;1;0;2
27/11/2014;20;0;0;1;0;1
27/11/2014;21;0;0;0;0;1
27/11/2014;22;0;1;0;0;1
27/11/2014;23;0;1;0;1;1
27/11/2014;24;0;0;0;0;1
28/11/2014;1;0;0;0;0;1
28/11/2014;2;0;0;0;0;0
28/11/2014;3;0;0;0;0;0
28/11/2014;4;0;0;0;1;0
28/11/2014;5;0;0;0;0;0
28/11/2014;6;0;1;0;0;1
28/11/2014;7;0;1;0;0;1
28/11/2014;8;0;1;1;0;2
28/11/2014;9;0;1;1;0;2
28/11/2014;10;0;1;n/d;0;1
28/11/2014;11;0;1;n/d;0;1
28/11/2014;12;0;1;0;0;1
28/11/2014;13;0;1;0;0;1
28/11/2014;14;0;1;1;0;1
28/11/2014;15;0;1;1;0;1
28/11/2014;16;0;1;1;0;1
28/11/2014;17;1;1;1;0;2
28/11/2014;18;0;1;1;0;1
28/11/2014;19;0;1;1;1;1
28/11/2014;20;0;1;1;0;1
28/11/2014;21;0;1;1;0;1
28/11/2014;22;0;1;0;0;1
28/11/2014;23;0;0;0;0;1
28/11/2014;24;0;0;0;0;1
29/11/2014;1;0;1;0;0;1
29/11/2014;2;0;0;0;0;1
29/11/2014;3;0;0;0;0;0
29/11/2014;4;0;0;0;0;0
29/11/2014;5;0;0;0;0;1
29/11/2014;6;0;0;0;0;1
29/11/2014;7;0;0;0;0;1
29/11/2014;8;0;1;1;0;1
29/11/2014;9;0;1;1;0;1
29/11/2014;10;0;1;1;0;1
29/11/2014;11;0;1;1;0;1
29/11/2014;12;0;1;1;0;1
29/11/2014;13;0;1;1;0;1
29/11/2014;14;0;1;1;0;1
29/11/2014;15;1;1;1;0;1
29/11/2014;16;0;1;1;0;1
29/11/2014;17;1;1;1;0;1
29/11/2014;18;0;1;1;0;1
29/11/2014;19;0;1;1;0;1
29/11/2014;20;0;1;1;0;1
29/11/2014;21;0;1;1;0;1
29/11/2014;22;0;1;1;0;1
29/11/2014;23;0;0;1;0;1
29/11/2014;24;0;0;1;0;1
30/11/2014;1;0;0;0;0;1
30/11/2014;2;0;0;0;0;1
30/11/2014;3;0;0;0;0;1
30/11/2014;4;0;0;0;0;0
30/11/2014;5;0;0;0;0;0
30/11/2014;6;0;1;0;0;0
30/11/2014;7;0;0;0;0;0
30/11/2014;8;0;0;0;0;1
30/11/2014;9;0;1;0;0;1
30/11/2014;10;0;1;0;0;1
30/11/2014;11;0;1;1;1;1
30/11/2014;12;0;1;1;1;1
30/11/2014;13;0;1;1;1;1
30/11/2014;14;0;1;1;1;1
30/11/2014;15;0;1;1;1;1
30/11/2014;16;0;1;1;0;1
30/11/2014;17;0;1;1;0;1
30/11/2014;18;0;1;1;1;1
30/11/2014;19;1;1;1;1;1
30/11/2014;20;1;1;1;1;1
30/11/2014;21;1;1;1;1;1
30/11/2014;22;1;1;1;1;1
30/11/2014;23;1;1;1;1;1
30/11/2014;24;0;1;0;1;1
01/12/2014;1;0;0;0;0;1
01/12/2014;2;0;0;0;0;0
01/12/2014;3;0;0;0;0;0
01/12/2014;4;0;0;0;0;0
01/12/2014;5;0;0;0;0;0
01/12/2014;6;0;1;1;0;1
01/12/2014;7;0;1;1;0;1
01/12/2014;8;0;1;1;0;1
01/12/2014;9;0;1;1;0;1
01/12/2014;10;0;1;1;0;n/d
01/12/2014;11;0;1;1;0;1
01/12/2014;12;0;1;1;0;1
01/12/2014;13;0;1;1;1;1
01/12/2014;14;0;1;1;1;1
01/12/2014;15;0;1;1;1;1
01/12/2014;16;0;1;1;1;1
01/12/2014;17;0;1;1;1;1
01/12/2014;18;0;1;1;1;1
01/12/2014;19;0;1;1;1;1
01/12/2014;20;0;1;1;1;1
01/12/2014;21;0;1;1;0;1
01/12/2014;22;0;1;1;0;1
01/12/2014;23;0;0;0;0;1
01/12/2014;24;n/d;0;0;0;1
02/12/2014;1;n/d;0;0;0;1
02/12/2014;2;n/d;0;0;0;0
02/12/2014;3;n/d;1;0;0;0
02/12/2014;4;n/d;0;0;0;0
02/12/2014;5;n/d;1;0;0;1
02/12/2014;6;n/d;1;1;0;1
02/12/2014;7;n/d;1;1;0;1
02/12/2014;8;n/d;1;1;0;1
02/12/2014;9;n/d;1;1;1;1
02/12/2014;10;n/d;1;1;n/d;1
02/12/2014;11;n/d;1;1;1;1
02/12/2014;12;n/d;1;1;0;1
02/12/2014;13;1;1;1;0;1
02/12/2014;14;0;1;1;1;1
02/12/2014;15;0;1;1;1;1
02/12/2014;16;0;1;1;1;1
02/12/2014;17;0;1;1;1;1
02/12/2014;18;0;1;1;1;1
02/12/2014;19;1;1;1;1;1
02/12/2014;20;0;1;1;1;1
02/12/2014;21;0;1;1;1;1
02/12/2014;22;0;1;1;0;1
02/12/2014;23;0;1;1;0;1
02/12/2014;24;0;0;1;1;1
03/12/2014;1;0;0;0;0;1
03/12/2014;2;0;0;0;0;1
03/12/2014;3;0;0;0;0;1
03/12/2014;4;0;0;0;0;0
03/12/2014;5;0;0;0;0;0
03/12/2014;6;0;1;1;0;1
03/12/2014;7;0;1;1;1;1
03/12/2014;8;0;1;1;0;1
03/12/2014;9;0;1;1;1;1
03/12/2014;10;0;1;1;1;1
03/12/2014;11;0;1;1;n/d;1
03/12/2014;12;0;1;1;n/d;1
03/12/2014;13;0;1;1;n/d;1
03/12/2014;14;0;1;1;n/d;1
03/12/2014;15;0;1;1;0;1
03/12/2014;16;0;1;1;0;1
03/12/2014;17;0;1;1;0;1
03/12/2014;18;0;1;1;0;1
03/12/2014;19;0;1;1;0;1
03/12/2014;20;0;1;1;0;1
03/12/2014;21;0;0;1;0;1
03/12/2014;22;0;0;0;0;1
03/12/2014;23;0;0;0;0;1
03/12/2014;24;0;0;0;0;1
04/12/2014;1;0;0;0;0;1
04/12/2014;2;0;0;0;0;1
04/12/2014;3;0;0;0;0;1
04/12/2014;4;0;0;0;0;1
04/12/2014;5;0;0;0;0;1
04/12/2014;6;0;1;0;0;1
04/12/2014;7;0;1;1;1;1
04/12/2014;8;0;1;1;1;1
04/12/2014;9;1;1;1;1;1
04/12/2014;10;0;1;1;1;1
04/12/2014;11;0;n/d;1;1;1
04/12/2014;12;0;1;1;1;1
04/12/2014;13;0;1;1;1;1
04/12/2014;14;1;1;1;1;1
04/12/2014;15;1;1;1;1;1
04/12/2014;16;1;1;1;1;1
04/12/2014;17;1;1;1;1;2
04/12/2014;18;1;1;1;1;2
04/12/2014;19;1;1;1;1;2
04/12/2014;20;1;1;1;1;1
04/12/2014;21;1;1;1;1;1
04/12/2014;22;1;1;1;1;1
04/12/2014;23;0;1;1;1;1
04/12/2014;24;0;1;0;1;1
05/12/2014;1;0;1;0;0;1
05/12/2014;2;0;0;0;0;1
05/12/2014;3;0;0;0;0;0
05/12/2014;4;0;0;0;0;0
05/12/2014;5;0;0;0;0;1
05/12/2014;6;0;1;0;0;1
05/12/2014;7;0;1;1;0;1
05/12/2014;8;0;1;1;1;1
05/12/2014;9;1;2;1;1;1
05/12/2014;10;0;2;1;1;1
05/12/2014;11;n/d;1;1;1;1
05/12/2014;12;n/d;1;1;1;1
05/12/2014;13;0;1;1;1;1
05/12/2014;14;0;1;1;1;1
05/12/2014;15;0;1;1;1;1
05/12/2014;16;0;1;1;1;1
05/12/2014;17;0;2;1;1;1
05/12/2014;18;0;2;1;1;2
05/12/2014;19;1;1;1;1;2
05/12/2014;20;1;1;1;1;1
05/12/2014;21;0;1;1;1;1
05/12/2014;22;0;1;1;1;1
05/12/2014;23;0;1;1;1;1
05/12/2014;24;0;1;1;1;1
06/12/2014;1;0;1;1;1;1
06/12/2014;2;0;1;0;0;1
06/12/2014;3;0;1;0;0;1
06/12/2014;4;0;0;0;0;0
06/12/2014;5;0;0;0;0;0
06/12/2014;6;0;0;0;0;1
06/12/2014;7;0;0;0;0;1
06/12/2014;8;0;0;1;0;1
06/12/2014;9;0;1;1;0;1
06/12/2014;10;0;0;0;0;1
06/12/2014;11;0;0;0;0;1
06/12/2014;12;0;0;0;0;1
06/12/2014;13;0;0;0;0;1
06/12/2014;14;0;0;0;0;1
06/12/2014;15;0;0;0;0;1
06/12/2014;16;0;1;1;0;1
06/12/2014;17;0;1;1;0;1
06/12/2014;18;0;1;1;0;1
06/12/2014;19;0;1;1;0;1
06/12/2014;20;0;1;1;0;1
06/12/2014;21;0;1;1;0;1
06/12/2014;22;0;1;1;1;1
06/12/2014;23;0;1;1;0;1
06/12/2014;24;0;1;1;1;1
07/12/2014;1;0;1;1;1;1
07/12/2014;2;0;1;1;1;1
07/12/2014;3;0;1;1;1;1
07/12/2014;4;0;1;0;1;1
07/12/2014;5;0;1;0;1;1
07/12/2014;6;0;1;0;1;1
07/12/2014;7;0;1;0;1;1
07/12/2014;8;0;1;1;1;1
07/12/2014;9;0;1;0;1;1
07/12/2014;10;0;0;0;0;1
07/12/2014;11;0;0;0;0;1
07/12/2014;12;0;0;0;0;1
07/12/2014;13;0;1;0;0;1
07/12/2014;14;0;0;0;0;1
07/12/2014;15;0;1;0;0;1
07/12/2014;16;0;1;0;0;1
07/12/2014;17;0;1;0;0;1
07/12/2014;18;0;1;0;0;1
07/12/2014;19;0;1;1;0;1
07/12/2014;20;0;1;0;0;1
07/12/2014;21;0;1;0;0;1
07/12/2014;22;0;1;0;0;1
07/12/2014;23;0;1;1;0;1
07/12/2014;24;0;1;0;0;1
08/12/2014;1;0;1;0;0;0
08/12/2014;2;0;0;0;0;0
08/12/2014;3;0;1;0;0;0
08/12/2014;4;0;1;0;0;0
08/12/2014;5;0;1;0;0;0
08/12/2014;6;0;1;0;0;1
08/12/2014;7;0;1;1;1;1
08/12/2014;8;0;1;1;1;1
08/12/2014;9;1;1;1;1;1
08/12/2014;10;0;1;1;1;1
08/12/2014;11;0;1;1;0;1
08/12/2014;12;0;1;1;0;1
08/12/2014;13;0;1;1;0;1
08/12/2014;14;0;1;0;0;1
08/12/2014;15;0;1;0;0;1
08/12/2014;16;0;1;1;0;1
08/12/2014;17;0;1;1;0;1
08/12/2014;18;0;1;1;0;1
08/12/2014;19;0;1;1;0;1
08/12/2014;20;0;1;1;0;1
08/12/2014;21;0;1;1;0;1
08/12/2014;22;0;1;1;0;1
08/12/2014;23;0;1;1;0;1
08/12/2014;24;0;1;0;0;1
09/12/2014;1;0;1;0;0;0
09/12/2014;2;0;1;0;0;0
09/12/2014;3;0;1;0;0;0
09/12/2014;4;0;1;0;0;0
09/12/2014;5;0;1;0;0;0
09/12/2014;6;0;1;1;0;1
09/12/2014;7;0;1;1;1;1
09/12/2014;8;0;2;2;1;1
09/12/2014;9;1;1;2;1;2
09/12/2014;10;0;1;1;1;1
09/12/2014;11;0;1;1;1;1
09/12/2014;12;0;1;1;1;1
09/12/2014;13;0;1;1;0;1
09/12/2014;14;0;1;1;0;1
09/12/2014;15;0;1;1;0;1
09/12/2014;16;0;1;1;0;1
09/12/2014;17;0;1;1;1;1
09/12/2014;18;0;1;1;0;1
09/12/2014;19;0;1;1;0;1
09/12/2014;20;0;1;1;0;1
09/12/2014;21;0;1;0;0;1
09/12/2014;22;0;0;0;0;1
09/12/2014;23;0;0;0;0;1
09/12/2014;24;0;0;0;0;0
10/12/2014;1;0;0;0;0;0
10/12/2014;2;0;0;0;0;0
10/12/2014;3;0;0;0;0;0
10/12/2014;4;0;0;0;0;0
10/12/2014;5;0;0;0;0;0
10/12/2014;6;0;0;0;0;0
10/12/2014;7;0;0;0;0;1
10/12/2014;8;0;1;1;0;1
10/12/2014;9;0;1;1;0;1
10/12/2014;10;0;1;1;0;1
10/12/2014;11;0;1;1;0;1
10/12/2014;12;0;1;1;0;1
10/12/2014;13;0;1;1;0;1
10/12/2014;14;0;1;1;0;1
10/12/2014;15;0;1;1;0;1
10/12/2014;16;0;1;1;0;1
10/12/2014;17;0;1;1;0;1
10/12/2014;18;0;1;1;0;1
10/12/2014;19;0;1;1;0;1
10/12/2014;20;0;1;1;0;1
10/12/2014;21;0;1;1;0;1
10/12/2014;22;0;0;1;0;1
10/12/2014;23;0;0;1;0;1
10/12/2014;24;0;0;0;0;0
11/12/2014;1;0;0;0;0;0
11/12/2014;2;0;0;0;0;0
11/12/2014;3;0;0;0;0;0
11/12/2014;4;0;0;0;0;0
11/12/2014;5;0;0;0;0;0
11/12/2014;6;0;0;0;0;0
11/12/2014;7;0;0;1;0;1
11/12/2014;8;0;1;1;0;1
11/12/2014;9;0;1;1;0;1
11/12/2014;10;0;1;0;0;0
11/12/2014;11;0;0;0;0;0
11/12/2014;12;0;0;0;0;0
11/12/2014;13;0;0;0;0;1
11/12/2014;14;0;0;0;0;1
11/12/2014;15;0;1;1;0;1
11/12/2014;16;0;1;1;0;1
11/12/2014;17;0;1;1;0;1
11/12/2014;18;0;1;1;0;1
11/12/2014;19;0;1;1;0;1
11/12/2014;20;0;1;1;0;1
11/12/2014;21;0;1;0;0;1
11/12/2014;22;0;0;0;0;1
11/12/2014;23;0;0;0;0;1
11/12/2014;24;0;0;0;0;1
12/12/2014;1;0;0;0;0;0
12/12/2014;2;0;0;0;0;0
12/12/2014;3;0;0;0;0;0
12/12/2014;4;0;0;0;0;0
12/12/2014;5;0;0;0;0;0
12/12/2014;6;0;0;0;0;0
12/12/2014;7;0;0;0;0;0
12/12/2014;8;0;1;0;0;1
12/12/2014;9;0;1;1;0;1
12/12/2014;10;0;0;0;0;0
12/12/2014;11;0;0;n/d;0;0
12/12/2014;12;0;0;0;0;1
12/12/2014;13;0;0;0;0;1
12/12/2014;14;0;0;0;0;1
12/12/2014;15;0;0;0;0;1
12/12/2014;16;0;1;0;0;1
12/12/2014;17;0;1;0;0;1
12/12/2014;18;0;1;1;0;1
12/12/2014;19;0;1;1;0;1
12/12/2014;20;0;1;1;0;1
12/12/2014;21;0;1;1;0;1
12/12/2014;22;0;1;1;0;1
12/12/2014;23;0;1;1;0;1
12/12/2014;24;0;1;1;0;1
13/12/2014;1;0;0;0;0;1
13/12/2014;2;0;0;0;0;1
13/12/2014;3;0;0;0;0;0
13/12/2014;4;0;0;0;0;0
13/12/2014;5;0;0;0;0;0
13/12/2014;6;0;0;0;0;0
13/12/2014;7;0;0;0;0;0
13/12/2014;8;0;0;0;0;0
13/12/2014;9;0;0;0;0;1
13/12/2014;10;0;0;0;0;1
13/12/2014;11;0;0;0;0;1
13/12/2014;12;0;0;0;0;1
13/12/2014;13;0;0;0;0;1
13/12/2014;14;0;0;0;0;1
13/12/2014;15;0;0;0;0;1
13/12/2014;16;0;0;0;0;1
13/12/2014;17;0;0;0;0;1
13/12/2014;18;0;1;0;0;1
13/12/2014;19;0;1;0;0;1
13/12/2014;20;0;1;0;0;1
13/12/2014;21;0;1;0;0;1
13/12/2014;22;0;0;1;0;1
13/12/2014;23;0;0;1;0;1
13/12/2014;24;0;1;1;0;1
14/12/2014;1;0;1;0;0;1
14/12/2014;2;0;1;1;0;1
14/12/2014;3;0;1;1;0;1
14/12/2014;4;0;1;0;0;0
14/12/2014;5;0;1;0;0;1
14/12/2014;6;0;1;0;0;1
14/12/2014;7;0;0;0;0;0
14/12/2014;8;0;0;0;0;0
14/12/2014;9;0;0;0;0;1
14/12/2014;10;0;1;1;0;1
14/12/2014;11;0;1;1;0;1
14/12/2014;12;0;1;1;1;1
14/12/2014;13;0;1;1;1;1
14/12/2014;14;0;1;1;1;1
14/12/2014;15;0;1;1;1;1
14/12/2014;16;0;1;1;1;1
14/12/2014;17;0;1;0;1;1
14/12/2014;18;0;1;0;1;1
14/12/2014;19;0;1;0;1;1
14/12/2014;20;0;1;0;0;1
14/12/2014;21;0;1;0;0;1
14/12/2014;22;0;1;0;0;1
14/12/2014;23;0;1;0;0;1
14/12/2014;24;0;0;0;0;0
15/12/2014;1;0;0;0;0;0
15/12/2014;2;0;0;0;0;0
15/12/2014;3;0;0;0;0;0
15/12/2014;4;0;0;0;0;0
15/12/2014;5;0;1;0;0;0
15/12/2014;6;0;1;0;0;0
15/12/2014;7;0;1;0;0;1
15/12/2014;8;0;1;1;0;1
15/12/2014;9;0;1;1;1;1
15/12/2014;10;0;1;1;1;1
15/12/2014;11;0;1;1;1;1
15/12/2014;12;0;1;1;0;1
15/12/2014;13;0;1;1;0;1
15/12/2014;14;0;1;1;1;1
15/12/2014;15;0;1;1;1;1
15/12/2014;16;0;1;1;0;1
15/12/2014;17;0;1;1;0;1
15/12/2014;18;0;1;1;1;1
15/12/2014;19;0;1;1;1;1
15/12/2014;20;0;1;1;1;1
15/12/2014;21;0;1;0;1;1
15/12/2014;22;0;1;0;0;1
15/12/2014;23;0;1;0;0;1
15/12/2014;24;0;1;0;0;0
16/12/2014;1;0;1;0;0;0
16/12/2014;2;0;1;0;0;0
16/12/2014;3;0;0;0;0;0
16/12/2014;4;0;0;0;0;0
16/12/2014;5;0;0;0;0;1
16/12/2014;6;0;1;0;0;1
16/12/2014;7;0;1;0;0;1
16/12/2014;8;0;1;0;0;1
16/12/2014;9;0;1;1;0;2
16/12/2014;10;0;1;0;0;1
16/12/2014;11;0;1;0;n/d;1
16/12/2014;12;0;1;1;n/d;1
16/12/2014;13;0;n/d;1;0;1
16/12/2014;14;0;1;1;0;1
16/12/2014;15;0;1;1;0;1
16/12/2014;16;0;n/d;1;0;1
16/12/2014;17;0;n/d;1;0;1
16/12/2014;18;0;n/d;1;0;2
16/12/2014;19;0;n/d;1;0;1
16/12/2014;20;0;n/d;1;0;1
16/12/2014;21;0;n/d;1;0;1
16/12/2014;22;0;n/d;1;0;1
16/12/2014;23;0;n/d;1;0;1
16/12/2014;24;0;n/d;0;0;1
17/12/2014;1;0;n/d;0;0;0
17/12/2014;2;0;n/d;0;0;0
17/12/2014;3;0;n/d;0;0;0
17/12/2014;4;0;n/d;0;0;0
17/12/2014;5;0;n/d;0;0;0
17/12/2014;6;0;n/d;0;0;0
17/12/2014;7;0;n/d;0;0;1
17/12/2014;8;0;n/d;1;0;1
17/12/2014;9;0;1;1;0;1
17/12/2014;10;0;1;1;0;1
17/12/2014;11;0;1;1;0;1
17/12/2014;12;0;1;1;0;1
17/12/2014;13;0;1;1;0;1
17/12/2014;14;0;1;1;0;1
17/12/2014;15;0;1;1;0;1
17/12/2014;16;0;1;1;0;1
17/12/2014;17;0;1;1;0;1
17/12/2014;18;0;1;1;0;1
17/12/2014;19;0;1;1;0;1
17/12/2014;20;0;1;1;0;1
17/12/2014;21;0;1;0;0;1
17/12/2014;22;0;0;0;0;1
17/12/2014;23;0;0;0;0;1
17/12/2014;24;0;0;0;0;1
18/12/2014;1;0;0;0;0;0
18/12/2014;2;0;0;0;0;0
18/12/2014;3;0;0;0;0;0
18/12/2014;4;0;0;0;0;0
18/12/2014;5;0;0;0;0;0
18/12/2014;6;0;1;0;0;0
18/12/2014;7;0;1;1;0;0
18/12/2014;8;0;1;1;0;1
18/12/2014;9;0;1;1;0;1
18/12/2014;10;0;1;1;0;n/d
18/12/2014;11;0;1;1;0;1
18/12/2014;12;0;1;1;0;0
18/12/2014;13;0;n/d;1;0;0
18/12/2014;14;0;0;1;0;1
18/12/2014;15;0;0;1;0;1
18/12/2014;16;0;1;1;0;1
18/12/2014;17;0;1;1;0;1
18/12/2014;18;0;1;1;0;1
18/12/2014;19;0;1;1;0;1
18/12/2014;20;0;1;1;0;1
18/12/2014;21;0;0;1;0;1
18/12/2014;22;0;0;0;0;0
18/12/2014;23;0;0;0;0;1
18/12/2014;24;0;0;0;0;0
19/12/2014;1;0;0;0;0;0
19/12/2014;2;0;0;0;0;0
19/12/2014;3;0;0;0;0;0
19/12/2014;4;0;0;0;0;0
19/12/2014;5;0;0;0;0;0
19/12/2014;6;0;0;0;0;0
19/12/2014;7;0;0;0;0;0
19/12/2014;8;0;1;1;0;1
19/12/2014;9;0;1;1;0;1
19/12/2014;10;0;0;0;0;0
19/12/2014;11;0;1;0;0;0
19/12/2014;12;0;1;1;0;0
19/12/2014;13;0;1;0;0;0
19/12/2014;14;0;1;0;0;0
19/12/2014;15;0;1;1;0;1
19/12/2014;16;0;1;1;0;1
19/12/2014;17;0;1;1;0;1
19/12/2014;18;0;1;1;0;1
19/12/2014;19;0;1;1;0;1
19/12/2014;20;0;1;1;0;1
19/12/2014;21;0;1;0;0;1
19/12/2014;22;0;1;0;0;1
19/12/2014;23;0;1;0;0;1
19/12/2014;24;0;1;0;0;1
20/12/2014;1;0;0;0;0;0
20/12/2014;2;0;0;0;0;0
20/12/2014;3;0;0;0;0;0
20/12/2014;4;0;0;0;0;0
20/12/2014;5;0;0;0;0;0
20/12/2014;6;0;0;0;0;0
20/12/2014;7;0;0;0;0;0
20/12/2014;8;0;0;0;0;0
20/12/2014;9;0;0;0;0;1
20/12/2014;10;0;1;0;0;0
